ISBN_13,PUBL_DATE,PUBL_MONTH,D14_SALE,CATEG_NO,CATEG_NM,AU_CNT,AU_NO,AU_W_CNT,AU_S_CNT,AU_S_AVG,PU_NO,PU_W_CNT,PU_S_CNT,PU_S_AVG,BK_PRICE,BSPT_BIZ,BSPT_LIB,BSPT_SLF,BSPT_LIT,F_INCOME,CSMP_EXP,GRCR_EXP,BOOK_EXP,BK_S_PRD,BK_A_PRD,BK_S_RTL,BK_S_OLN,CSTMR_PI,CSTMR_PP,UNEMPLOY,AU_BS_W1,AU_BS_W2,AU_BS_W3,AU_BS_W4,AU_BS_SC,PU_BS_W1,PU_BS_W2,PU_BS_W3,PU_BS_W4,PU_BS_SC,AU_S_12M,AU_S_06M,AU_S_03M,AU_S_01M,PU_S_12M,PU_S_06M,PU_S_03M,PU_S_01M
9.78897E+12,20130131,201301,2,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,78,535068,114609,108.23,99,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,979,462,151
9.78897E+12,20130131,201301,0,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,78,535068,114609,108.23,99,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,979,462,151
9.78897E+12,20130131,201301,12,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,78,535068,114609,108.23,99,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,979,462,151
9.789E+12,20130131,201301,0,1006,193;9.GP,1,,0,0,0,170031,3,0,0,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,78,535068,114609,108.23,99,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.789E+12,20130131,201301,0,1006,193;9.GP,1,,0,0,0,170031,3,0,0,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,78,535068,114609,108.23,99,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.789E+12,20130131,201301,0,1006,193;9.GP,1,,0,0,0,170031,3,0,0,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,78,535068,114609,108.23,99,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.789E+12,20130201,201302,0,1006,193;9.GP,1,,0,0,0,172505,1,0,0,92000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78899E+12,20130201,201302,0,1006,193;9.GP,1,,0,0,0,108994,51,83,1.6,20000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0
9.78896E+12,20130201,201302,16,1006,193;9.GP,1,,0,0,0,99185,247,86194,349,13000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804,6306,3994,796
9.789E+12,20130201,201302,75,1006,193;9.GP,1,,0,0,0,168496,2,441,220.5,12700,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14
9.789E+12,20130201,201302,1,1006,193;9.GP,1,,0,0,0,113441,2,12,6,12000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9.78897E+12,20130201,201302,8,1006,193;9.GP,1,,0,0,0,107677,316,14811,46.9,11000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,1373,731,313
9.78893E+12,20130201,201302,67,1006,193;9.GP,1,,0,0,0,104824,307,36157,117.8,10000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7285,2892,1563,552
9.78899E+12,20130201,201302,0,1006,193;9.GP,1,,0,0,0,123888,31,645,20.8,10000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,1,1
9.78899E+12,20130201,201302,0,1006,193;9.GP,1,,0,0,0,155308,3,0,0,10000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78897E+12,20130201,201302,13,1006,193;9.GP,1,,0,0,0,146189,117,6997,59.8,9000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3231,1811,938,328
9.78896E+12,20130201,201302,2,1006,193;9.GP,1,,0,0,0,12364,323,8589,26.6,9000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,298,121,48
9.78893E+12,20130201,201302,9,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,9816,5000,1790
9.78893E+12,20130201,201302,14,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,9816,5000,1790
9.78893E+12,20130201,201302,13,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14448,6908,3382,1157
9.78893E+12,20130201,201302,1,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11937,8311,4053,1659
9.78893E+12,20130201,201302,3,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11937,8311,4053,1659
9.78893E+12,20130201,201302,3,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11937,8311,4053,1659
9.789E+12,20130201,201302,2,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,1446,806,263
9.789E+12,20130201,201302,1,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,1446,806,263
9.789E+12,20130201,201302,0,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,1446,806,263
9.789E+12,20130201,201302,2,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,1446,806,263
9.78893E+12,20130201,201302,1,1006,193;9.GP,1,,0,0,0,17344,2787,26058,9.3,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,1181,516,196
9.789E+12,20130201,201302,2,1006,193;9.GP,1,,0,0,0,168080,12,41,3.4,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9.789E+12,20130201,201302,2,1006,193;9.GP,1,,0,0,0,168080,12,41,3.4,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9.78897E+12,20130201,201302,3,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,1011,486,184
9.78897E+12,20130201,201302,2,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,1011,486,184
9.78897E+12,20130201,201302,0,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,1011,486,184
9.78897E+12,20130201,201302,0,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,1011,486,184
9.78897E+12,20130202,201302,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,1,0,0,2,0.9,0,0,0,0,41774,24900,12280,4871
9.78893E+12,20130202,201302,0,1006,193;9.GP,1,,0,0,0,106870,980,38708,39.5,17000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9812,4713,2305,734
9.789E+12,20130202,201302,0,1006,193;9.GP,1,,0,0,0,142374,25,628,25.1,13000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,188,74,23
9.789E+12,20130202,201302,0,1006,193;9.GP,1,,0,0,0,142374,25,628,25.1,10000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,188,74,23
9.78897E+12,20130202,201302,0,1006,193;9.GP,1,,0,0,0,108751,53,117,2.2,10000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,48,3
9.78897E+12,20130202,201302,0,1006,193;9.GP,1,,0,0,0,108751,53,117,2.2,10000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,48,3
9.78893E+12,20130202,201302,14,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,9816,5000,1790
9.78893E+12,20130202,201302,18,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,17.7,26.9,57.6,156.3,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,9816,5000,1790
9.78894E+12,20130204,201302,7,1006,193;9.GP,1,,0,0,0,1562,2845,151845,53.4,9000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,1,1,1,0,0.6,0,0,0,0,22605,10626,5180,1840
9.78899E+12,20130204,201302,0,1006,193;9.GP,1,,0,0,0,150230,36,0,0,15000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78897E+12,20130204,201302,6,1006,193;9.GP,1,,0,0,0,118,1131,307662,272,14000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43578,19001,9733,3013
9.78899E+12,20130204,201302,36,1006,193;9.GP,1,,0,0,0,3935,61,2150,35.2,12000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,30,5,0
9.789E+12,20130204,201302,4,1006,193;9.GP,1,,0,0,0,150353,10,1800,180,11500,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,357,125,43
9.78896E+12,20130204,201302,0,1006,193;9.GP,1,,0,0,0,15097,696,20018,28.8,10000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306,2461,1380,445
9.789E+12,20130204,201302,3,1006,193;9.GP,1,,0,0,0,161706,175,3124,17.9,10000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,619,574,189
9.78897E+12,20130204,201302,45,1006,193;9.GP,1,,0,0,0,107496,133,27971,210.3,9800,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6748,2925,1480,640
9.78897E+12,20130204,201302,45,1006,193;9.GP,1,,0,0,0,107496,133,27971,210.3,9800,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6748,2925,1480,640
9.78893E+12,20130204,201302,1,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14448,6908,3382,1157
9.78893E+12,20130204,201302,3,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14448,6908,3382,1157
9.78893E+12,20130204,201302,23,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14448,6908,3382,1157
9.78897E+12,20130204,201302,0,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465,2354,1102,379
9.78893E+12,20130204,201302,2,1006,193;9.GP,1,,0,0,0,17344,2787,26058,9.3,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,1181,516,196
9.78897E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,2,0,0.6,0,0,0,0,41774,24900,12280,4871
9.78897E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,2,0,0.6,0,0,0,0,41774,24900,12280,4871
9.78898E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,1657,546,28457,52.1,45000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,1896,941,250
9.78896E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,1520,33,0,0,25000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78896E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,99312,293,9288,31.7,24000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,490,225,69
9.78896E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,8287,1029,9356,9.1,22000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,778,318,79
9.78897E+12,20130205,201302,3,1006,193;9.GP,1,,0,0,0,104870,1723,19786,11.5,16000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547,2272,976,322
9.78896E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,4673,180,87965,488.7,10000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7872,3764,2198,940
9.78896E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,481,456,1261,2.8,10000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,93,23,7
9.78896E+12,20130205,201302,2,1006,193;9.GP,1,,0,0,0,100194,276,44086,159.7,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5253,2277,890,335
9.78897E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465,2354,1102,379
9.78897E+12,20130205,201302,3,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465,2354,1102,379
9.78897E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465,2354,1102,379
9.789E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,1446,806,263
9.789E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,1446,806,263
9.78893E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,17344,2787,26058,9.3,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,1181,516,196
9.78893E+12,20130205,201302,0,1006,193;9.GP,1,,0,0,0,17344,2787,26058,9.3,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,1181,516,196
9.78894E+12,20130206,201302,260,1006,193;9.GP,1,,0,0,0,1562,2845,151845,53.4,12000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,1,1,1,0,0.6,0,0,0,0,22605,10626,5180,1840
9.78897E+12,20130206,201302,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,2,0,0.6,0,0,0,0,41774,24900,12280,4871
9.78899E+12,20130206,201302,0,1006,193;9.GP,1,,0,0,0,104129,124,1914,15.4,12000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,174,99,39
9.789E+12,20130206,201302,13,1006,193;9.GP,1,,0,0,0,133367,95,12411,130.6,9000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6007,3134,1434,647
9.78893E+12,20130206,201302,22,1006,193;9.GP,1,,0,0,0,95791,345,41590,120.6,9000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305,2507,1228,354
9.78897E+12,20130206,201302,2,1006,193;9.GP,1,,0,0,0,101483,192,17043,88.8,9000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306,2814,1447,438
9.78897E+12,20130206,201302,26,1006,193;9.GP,1,,0,0,0,101483,192,17043,88.8,9000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306,2814,1447,438
9.789E+12,20130206,201302,17,1006,193;9.GP,1,,0,0,0,164079,37,1122,30.3,9000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,245,227,85
9.789E+12,20130206,201302,16,1006,193;9.GP,1,,0,0,0,163363,81,1336,16.5,9000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,123,50
9.78895E+12,20130206,201302,2,1006,193;9.GP,1,,0,0,0,102836,856,58204,68,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11335,6150,2841,834
9.78895E+12,20130206,201302,5,1006,193;9.GP,1,,0,0,0,102836,856,58204,68,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11335,6150,2841,834
9.78893E+12,20130206,201302,2,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,9816,5000,1790
9.78893E+12,20130206,201302,1,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14448,6908,3382,1157
9.78893E+12,20130206,201302,1,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14448,6908,3382,1157
9.78899E+12,20130206,201302,0,1006,193;9.GP,1,,0,0,0,123888,31,645,20.8,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,1,1
9.78897E+12,20130206,201302,1,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465,2354,1102,379
9.78897E+12,20130206,201302,1,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465,2354,1102,379
9.78896E+12,20130206,201302,0,1006,193;9.GP,1,,0,0,0,9089,139,596,4.3,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,9,6
9.789E+12,20130206,201302,0,1006,193;9.GP,1,,0,0,0,168080,12,41,3.4,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9.789E+12,20130206,201302,0,1006,193;9.GP,1,,0,0,0,168080,12,41,3.4,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9.78895E+12,20130207,201302,55,1006,193;9.GP,1,,0,0,0,7822,2165,2213853,1022.6,13000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,10,12,10,10,10.4,0,0,0,0,298237,147008,84742,32307
9.78897E+12,20130207,201302,3,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,2,0,0.6,0,0,0,0,41774,24900,12280,4871
9.78897E+12,20130207,201302,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,2,0,0.6,0,0,0,0,41774,24900,12280,4871
9.78897E+12,20130207,201302,2,1006,193;9.GP,1,,0,0,0,107677,316,14811,46.9,11000,16.9,27.8,57.9,161.8,4092551,2412301,346745,16517,83,73,507545,120370,108.8,102,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,1373,731,313
