ISBN_13,PUBL_DATE,PUBL_MONTH,D14_SALE,CATEG_NO,CATEG_NM,AU_CNT,AU_NO,AU_W_CNT,AU_S_CNT,AU_S_AVG,PU_NO,PU_W_CNT,PU_S_CNT,PU_S_AVG,BK_PRICE,BSPT_BIZ,BSPT_LIB,BSPT_SLF,BSPT_LIT,F_INCOME,CSMP_EXP,GRCR_EXP,BOOK_EXP,BK_S_PRD,BK_A_PRD,BK_S_RTL,BK_S_OLN,CSTMR_PI,CSTMR_PP,UNEMPLOY,AU_BS_W1,AU_BS_W2,AU_BS_W3,AU_BS_W4,AU_BS_SC,PU_BS_W1,PU_BS_W2,PU_BS_W3,PU_BS_W4,PU_BS_SC,AU_S_12M,AU_S_06M,AU_S_03M,AU_S_01M,PU_S_12M,PU_S_06M,PU_S_03M,PU_S_01M
9.78899E+12,20130825,201308,0,1006,193;9.GP,1,,0,0,0,76860,80,253,3.2,10000,20.5,20.6,62.9,150.9,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,10,3
9.78897E+12,20130826,201308,1,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78897E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78893E+12,20130826,201308,4,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.79116E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,506,901,16396,18.2,20000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,685,275,96
9.78896E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,143431,9,38,4.2,18000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
9.78897E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,98942,201,8380,41.7,16000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,443,215,84
9.78896E+12,20130826,201308,8,1006,193;9.GP,1,,0,0,0,130251,32,6266,195.8,15000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,1458,838,445
9.79116E+12,20130826,201308,1,1006,193;9.GP,1,,0,0,0,506,901,16396,18.2,13000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,685,275,96
9.7912E+12,20130826,201308,26,1006,193;9.GP,1,,0,0,0,177542,4,93,23.3,12000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78899E+12,20130826,201308,5,1006,193;9.GP,1,,0,0,0,96262,95,2160,22.7,12000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,166,76,20
9.78898E+12,20130826,201308,1,1006,193;9.GP,1,,0,0,0,137,372,33446,89.9,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5003,2484,1500,657
9.78897E+12,20130826,201308,8,1006,193;9.GP,1,,0,0,0,101483,192,17043,88.8,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,2986,1147,311
9.789E+12,20130826,201308,1,1006,193;9.GP,1,,0,0,0,177827,7,82,11.7,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.789E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,155471,5,662,132.4,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,92,52,7
9.78895E+12,20130826,201308,1,1006,193;9.GP,1,,0,0,0,102836,856,58204,68,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10571,4421,2369,711
9.79116E+12,20130826,201308,2,1006,193;9.GP,1,,0,0,0,105212,2021,39436,19.5,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899,2290,915,222
9.79116E+12,20130826,201308,2,1006,193;9.GP,1,,0,0,0,105212,2021,39436,19.5,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899,2290,915,222
9.789E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,17781,271,3257,12,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,198,117,40
9.79116E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,107560,566,5038,8.9,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,209,113,36
9.79116E+12,20130826,201308,1,1006,193;9.GP,1,,0,0,0,107560,566,5038,8.9,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,209,113,36
9.79116E+12,20130826,201308,3,1006,193;9.GP,1,,0,0,0,107560,566,5038,8.9,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,209,113,36
9.78897E+12,20130826,201308,2,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,902,509,241
9.789E+12,20130826,201308,0,1006,193;9.GP,1,,0,0,0,109874,25,63,2.5,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,11,0
9.78896E+12,20130827,201308,32,1006,193;9.GP,1,,0,0,0,2855,656,565545,862.1,14000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,2,3,1.8,0,0,0,0,70652,31823,15928,6678
9.78897E+12,20130827,201308,1,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78897E+12,20130827,201308,1,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78893E+12,20130827,201308,0,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130827,201308,35,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130827,201308,2,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130827,201308,1,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130827,201308,4,1006,193;9.GP,1,,0,0,0,95791,345,41590,120.6,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5222,2715,1694,505
9.789E+12,20130827,201308,3,1006,193;9.GP,1,,0,0,0,3818,1141,56601,49.6,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14432,11044,9041,1967
9.789E+12,20130827,201308,3,1006,193;9.GP,1,,0,0,0,164079,37,1122,30.3,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,404,233,120
9.78899E+12,20130827,201308,0,1006,193;9.GP,1,,0,0,0,12417,67,164,2.4,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,5,1
9.78897E+12,20130827,201308,1,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5209,2855,1556,534
9.78897E+12,20130827,201308,1,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5209,2855,1556,534
9.79113E+12,20130827,201308,1,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,902,509,241
9.78897E+12,20130827,201308,1,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,902,509,241
9.78897E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78897E+12,20130828,201308,1,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78897E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78893E+12,20130828,201308,6,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.79116E+12,20130828,201308,11,1006,193;9.GP,1,,0,0,0,8140,1049,95673,91.2,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13012,5888,3211,1016
9.789E+12,20130828,201308,28,1006,193;9.GP,1,,0,0,0,163798,60,2905,48.4,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,1082,566,236
9.78895E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,102836,856,58204,68,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10571,4421,2369,711
9.78893E+12,20130828,201308,5,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13164,6256,3311,1045
9.78893E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13164,6256,3311,1045
9.78897E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,98558,2639,34209,13,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5209,2855,1556,534
9.789E+12,20130828,201308,1,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,1214,669,262
9.789E+12,20130828,201308,1,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,1214,669,262
9.78893E+12,20130828,201308,2,1006,193;9.GP,1,,0,0,0,17344,2787,26058,9.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,1144,601,217
9.78899E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,106130,80,420,5.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,5,1
9.79113E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,902,509,241
9.78897E+12,20130828,201308,0,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,902,509,241
9.79113E+12,20130828,201308,2,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,902,509,241
9.78897E+12,20130828,201308,2,1006,193;9.GP,1,,0,0,0,152974,990,3130,3.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,902,509,241
9.78897E+12,20130829,201308,16,1006,193;9.GP,1,,0,0,0,5622,481,523909,1089.2,13000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,1,0,2,1,1.1,0,0,0,0,58077,29197,13577,3931
9.78897E+12,20130829,201308,0,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78897E+12,20130829,201308,2,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78893E+12,20130829,201308,1,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130829,201308,1,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130829,201308,0,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130829,201308,1,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130829,201308,12,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.789E+12,20130829,201308,0,1006,193;9.GP,1,,0,0,0,155481,44,775,17.6,15000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,427,230,56
9.789E+12,20130829,201308,18,1006,193;9.GP,1,,0,0,0,174106,17,583,34.3,14800,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,274,274,150
9.79116E+12,20130829,201308,4,1006,193;9.GP,1,,0,0,0,161706,175,3124,17.9,12000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,1020,504,182
9.789E+12,20130829,201308,13,1006,193;9.GP,1,,0,0,0,133367,95,12411,130.6,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5519,2385,1151,425
9.78893E+12,20130829,201308,36,1006,193;9.GP,1,,0,0,0,104824,307,36157,117.8,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6073,3181,1655,601
9.78893E+12,20130829,201308,35,1006,193;9.GP,1,,0,0,0,104824,307,36157,117.8,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6073,3181,1655,601
9.78897E+12,20130829,201308,14,1006,193;9.GP,1,,0,0,0,101483,192,17043,88.8,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,2986,1147,311
9.78893E+12,20130829,201308,0,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13164,6256,3311,1045
9.78893E+12,20130829,201308,2,1006,193;9.GP,1,,0,0,0,16000,3777,90505,24,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13164,6256,3311,1045
9.79116E+12,20130829,201308,0,1006,193;9.GP,1,,0,0,0,105212,2021,39436,19.5,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899,2290,915,222
9.789E+12,20130829,201308,2,1006,193;9.GP,1,,0,0,0,163363,81,1336,16.5,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,518,240,51
9.789E+12,20130829,201308,3,1006,193;9.GP,1,,0,0,0,107615,1318,13406,10.2,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,1214,669,262
9.78893E+12,20130829,201308,0,1006,193;9.GP,1,,0,0,0,17344,2787,26058,9.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,1144,601,217
9.78893E+12,20130829,201308,1,1006,193;9.GP,1,,0,0,0,17344,2787,26058,9.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,1144,601,217
9.78894E+12,20130830,201308,11,1006,193;9.GP,1,,0,0,0,51,2769,2794895,1009.4,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,11,9,8,9,8.9,0,0,0,0,274165,134568,73731,36130
9.78893E+12,20130830,201308,4,1006,193;9.GP,1,,0,0,0,79,2351,703633,299.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,2,1.1,0,0,0,0,77092,36007,16740,6143
9.78897E+12,20130830,201308,8,1006,193;9.GP,1,,0,0,0,9729,3313,128244,38.7,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,51941,27041,14546,5938
9.78893E+12,20130830,201308,16,1006,193;9.GP,1,,0,0,0,7876,4969,224306,45.1,9000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,17794,7978,3821,1343
9.78893E+12,20130830,201308,1,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130830,201308,0,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130830,201308,1,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.78893E+12,20130830,201308,0,1006,193;9.GP,1,,0,0,0,76993,3322,77370,23.3,8000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,14843,6532,3577,1018
9.789E+12,20130830,201308,0,1006,193;9.GP,1,,0,0,0,107605,47,188,4,27000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,6,2
9.78894E+12,20130830,201308,0,1006,193;9.GP,1,,0,0,0,1651,211,1833,8.7,20000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,108,28,8
9.789E+12,20130830,201308,0,1006,193;9.GP,1,,0,0,0,753,1831,65110,35.6,19000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10489,5357,1289,426
9.78898E+12,20130830,201308,0,1006,193;9.GP,1,,0,0,0,1364,80,573,7.2,18000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,33,15,11
9.789E+12,20130830,201308,0,1006,193;9.GP,1,,0,0,0,96152,75,2347,31.3,17000,22.1,19.1,60.1,155.1,4040630,2403480,329892,16448,75,71,482486,110351,111.61,105,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,324,138,57
